title,link,description,cafename,cafeurl
신한카드 아시아나 상품 발급 중단(샤크님 감사^^),http://cafe.naver.com/loyaltylife/237968,신한카드에서 아시아나 상품 발급 중단한다고 하여 샤크님 조언에 따라 얼마전에 발급했어요. 오늘 발급... (조건- 6개월간 신한카드 사용 안 한 사람) 뉴스사사 하죠? 이번달에는 이벤트에서 이 카드는 빠졌더라구요... ,[뉴스사사] 뉴스사사 스마트 컨슈머들...,https://cafe.naver.com/loyaltylife
신한카드,http://cafe.naver.com/ccrs5500/617540,아까 신한카드 채권 양도 한다고. 문자 왓드라고용^ 5월달에 양도한다네용~ 신복위 통해서 조정받고 납부중인데 이제서야 양도하는건 뭔뜻일까용???? 혹시 양도 되고 따로 갚아야 된다던지 압류 신한카드에서 압류 한다던지... ,신용회복위원회 공식카페,https://cafe.naver.com/ccrs5500
뮷즈 x 신한카드 트립패스 출시,http://cafe.naver.com/amateurmagician/59989,외국인 대상으로 트립패스 카드가 박물관재단과 신한카드가 협업하여 선불카드를 제작했습니다 구매는 국립중앙박물관 상품관에서 할 수 있습니다 기쁜소식!! 외국인만 사용가능한게 아닙니다 여권정보가 있으면... ,아트프렌즈 Art Friends 미술관 갤러리...,https://cafe.naver.com/amateurmagician
뮤지컬 지킬앤하이드 신한카드 The Moment 다녀왔어요 ~♡,http://cafe.naver.com/hexenyang/50843,신한카드로 뮤지컬 1+1 아이들 데리고 가려고 4장 구입했는데 본 공연은 14세 이상 (2012년생 포함 이전... 눈도 오더니 또 마칠때쯤은 화창하고~~ 신한카드 the moment 다음엔 위키드일까요? 다음 광고는 위키드 붙어있더라구요,[Loyal Travel Club : LTC]쉬운 호텔/...,https://cafe.naver.com/hexenyang
신한 쏠트래블 세븐ATM,http://cafe.naver.com/okinawago/548503,"쏠트래블 로칼 가서 인출불가했다는 이슈 들으니 신한 쏠트래블 카드만 믿고 환전하려고했는데 급 불안합니다. 이게 여행 가기전에 한국에서 무엇을 확인하고 가야하는지 모르겠고,, 비번이나,,인출테스트 이런거,, 일단... ",오키나와 달인 카페,https://cafe.naver.com/okinawago
"쏠트래블 , 트래블 웰렛 이용방법",http://cafe.naver.com/singaporelove/451065,내일 드디어 출발하는데 쏠트래블이랑 트래블 웰렛 카드를 만들었는데 어떻게 써야하는건지 찾아봐도 잘 모르겠어요 ㅠㅠ 쏠트래블 외환카드에 원화 입금하면 현지에서 바로 인출 사용 가능한건가요? 현금 이체했다... ,[싱사]싱가폴 사랑 - 싱가포르 대표 카...,https://cafe.naver.com/singaporelove
쏠트래블 카드 인천 라운지 무료이용권 관련해서요,http://cafe.naver.com/worldtravelcafe/970756,쏠트래블 카드 인천 라운지 이용 무료건이요~ 전월 실적이 이거 쏠 트래블 카드 실적을 말하는 걸까요? 아니면 연계해놓은 제 계좌 신한 카드 실적을 말하는걸까요?,[오사카홀릭] & 도쿄홀릭_오사카 여행...,https://cafe.naver.com/worldtravelcafe
cu 쏠트래블 할인이 안되여 ㅜㅜ,http://cafe.naver.com/brownu12nn/476670,구매하구 쏠트래블 신한 터치로 결제했는데 왜 할인안될까요 ㅜㅜ? 실물만 되는지 읽어봐도 없어서 ㅜㅜ,소소하지만 확실한 행복.,https://cafe.naver.com/brownu12nn
쏠트래블 환전 이렇게 하면 되나요??,http://cafe.naver.com/happyibook/5324388,"한국에서 달러 환전 후 다낭 도착해서 동으로 환전하는게 제일 추천많이 하는 방법인걸 봤는데요, 1일차에 쓸 돈 일부만 달러 가져가서 한시장에서 환전하고 제가 쏠트래블 카드가 있어서 atm기로 뽑으면 수수료가... ","다낭 도깨비 - 베트남 다낭자유여행 ,...",https://cafe.naver.com/happyibook
오 쏠트래블 환전 들어갔더니 1581이라 냉큼 바꿨어요!,http://cafe.naver.com/momsolleh/770157,새벽에 1581까지 찍고 지금은 1592길래 움 바꿀까 말까 고민중이었는데 쏠트래블 카드 환율 1581인거보고 냉큼 500유로 바꿨습니당ㅋㅋㅋ 다들 쏠트래블 환전 가세요~~~ 한 500유로+현금 더 바꿔야하는데.. 지금 더... ,"체크인유럽#유럽여행,스위스,스페인,이...",https://cafe.naver.com/momsolleh
신한 쏠트래블카드 발급이요!!!,http://cafe.naver.com/doorkong/3509259,이번에 해외여행가는데 신한 쏠트래블 체크카드 발급 받아볼까하는데요. 이거 발급받으면 환전 얼마 안해도 카드로 쉽게 쓸수있을까요? 근데 이거 체크카드인데 왜 연회비가 있는건가요? 혹시 쏠트래블 체크카드 쓰시는분... ,안산 시흥 맘 모여라,https://cafe.naver.com/doorkong
신한 쏠트래블 체크카드 CU할인 있나봐요,http://cafe.naver.com/wjdrkrjqn/89199,신한은행이 해외여행 특화카드인 ‘SOL트래블 체크카드’의 국내 혜택을 늘린다. 31일 신한은행에 따르면 4월 한달간 CU편의점서 쏠트래블 체크카드로 빵과 냉장 디저트류 상품 구입시 최대 80%까지 할인해주는... ,"정가를 거부하는 사람들 (알뜰폰, 절약...",https://cafe.naver.com/wjdrkrjqn
신한 쏠트래블 체크카드 발급 후 준비사항?,http://cafe.naver.com/happyibook/5365424,이제 12일 밤 비행기로 출국인데 쏠 트래블 카드 관련해서 질문이 있습니다 그동안 모아두었던 달러와 유로가 있어서 그거 그대로 가져가서 미케비치에서 환전을 할거고 사용하다 돈이 떨어지면 5만원 짜리로... ,"다낭 도깨비 - 베트남 다낭자유여행 ,...",https://cafe.naver.com/happyibook
쏠트래블 출금 불가,http://cafe.naver.com/foreverhk/1346133,남편명의 쏠트래블카드를 제가 들고 왔는데 어제 종일 결제는 되는데 현금 출금이 안되었어요 ㅜㅜ 문제는 친구들 4명 여행에 제가 총무이고 오늘 제니쿠키를 가야하는데 현금이 없다는거죠ㅜㅜ지금 비자카드와... ,〓▷▶포에버 홍콩◀◁〓/〓▷▶포에버...,https://cafe.naver.com/foreverhk
우리카드리볼빙대환 할 수 있도록 도와주셨어요,http://cafe.naver.com/kpaddon/129091,우리카드리볼빙대환 하기가 쉽지가 않을거라고 생각을 했었는데 다행히 제게도 방법이 있었습니다 어떻게 하면 이미 사용중인걸 정리할 수 있을까 고민을 많이 하고 있던 시점에 애플팀장님께 우리카드리볼빙대환 할 수... ,[금융사이다]대출/햇살론/새희망홀씨/...,https://cafe.naver.com/kpaddon
우리카드 상담원 조선족인지?,http://cafe.naver.com/hotellife/1925334,우리카드는 발급받았다. 해지했다 사용해야 하는건가 하고 적응안되어 카드해지 하고 accor plus 직접가입하려고 우리카드 고객센터와 연락했는데.. 보이스 피싱인줄알았어요. 두번 통화했는데 두번 다 조선족 말투.... ,[스사사] 스마트컨슈머들의 호텔/항공...,https://cafe.naver.com/hotellife
우리카드 금융거래확인서 발급 받아 보신 분 ㅜㅜ,http://cafe.naver.com/jihosoccer123/3247478,안녕하세요 소상공인 대환대출 받을려고 지난주부터 우리카드에 금융거래확인서 신청하고 받았는데 우리카드 금융거래확인서는 아예 “대출용도”칸이 없더라구요 ㅠㅠ 그래서 지금. 은행에 반려당했는데 사업자대출로... ,아프니까 사장이다 [소상공인·자영업...,https://cafe.naver.com/jihosoccer123
우리카드+중올플 플랫후기,http://cafe.naver.com/loyaltylife/231778,"안녕하세요, 어제 여름휴가 호텔 보다가 플랫되는게 더 저렴할듯해서 우리카드+중올플 해서 오늘 플랫 달성했습니다. 하기전에 고민이 많았는데.. 1. 우리카드 아코르 인피니티 25년 1월 해지함. 2. 아코르플러스 유상... ",[뉴스사사] 뉴스사사 스마트 컨슈머들...,https://cafe.naver.com/loyaltylife
우리카드,http://cafe.naver.com/ccrs5500/611211,제가 우리카드 10만원정도 미냡있는데요 오늘 문지 받았는데요 기한의 이익상실 예정통지 이렇게 왔어여... 흑시 법적절차 들어가나요?? 아 흑시 우리카드쪽 미냡되는분들 이거 오시나요? 이런문자요 ㅠㅍ,신용회복위원회 공식카페,https://cafe.naver.com/ccrs5500
우리카드 리볼빙 해지 했어요 감사합니다ㅠㅠ,http://cafe.naver.com/getampedsolo/142759,유하나플래너님께서 우리카드 리볼빙 해지를 할 수 있도록 많은 도움 주셨어요 진짜 사람 하나 살리신... 당장 우리카드 리볼빙 해지를 할 수 있는 환경이 아니었어요 이게 빚을 괜히 지게 되는게 아닌 것 같더라고요 조그만... ,[채무스토리] 햇살론/직장인/사업자/주...,https://cafe.naver.com/getampedsolo
화물복지카드 우리카드 두 가지 있던데 차이점이 뭐죠?,http://cafe.naver.com/truckerking/1104436,"상세보기에서 얼핏 보면 오른쪽 카드가 할인율이 나아보이기도 하는데, 삼성카드는 발급 받았고, 우리카드 하나 추가발급 하려는데 카드의 정석을 많이 쓰시는 것 같더라구요. 차이점 알 필요 없이 카드의 정석이 옳은... ",영운모/화물/화물운송/영업용화물차/화...,https://cafe.naver.com/truckerking
아코르 플러스 우리카드 인피니티로 가입만 해놓은상태인데....,http://cafe.naver.com/checkincafe/123729,"를러스도 우리카드가 아니라 말레이시아를 통해 가입하면 스플2개 제공등 좀더 유리한점이 있긴한데. 어차피 현아플 카드도 없애는 마당에 프리미엄 카드도 필요했어서, 우리카드 주력으로 써서. 내년은 카드 실적으로... ",[어디든 체크인] 전 세계 호텔 정보 N...,https://cafe.naver.com/checkincafe
아코르 플러스 &amp; 우리카드 비교 정리 (2025년 3월 기준) 및 리워드 사용방법,http://cafe.naver.com/singaporelove/451183,"하...) 아코르 플러스 &amp; 우리카드 비교 정리 (2025년 3월 기준) ✔ 아코르 플러스 멤버십 VPN을 통해... ✔ 우리카드 인피니트 연회비 50만 원 숙박권 1장 + 1,400 리워드 포인트 제공 1,400 리워드로 1박 숙박 가능 (세금 포함... ",[싱사]싱가폴 사랑 - 싱가포르 대표 카...,https://cafe.naver.com/singaporelove
우리카드 카드의정석 사용하시는분 계신가요?,http://cafe.naver.com/anycallusershow/4953725,우리카드 사용하면 문자로 얼마사용 오는데 저는 왜 안올까요 신청까지 다 했는데.. 혹시 어떤번호로 문자오는지요.. 우리카드 사용하시는분 !,삼성스마트폰-갤럭시Z플립6/폴드6/갤럭...,https://cafe.naver.com/anycallusershow
현대카드로 국립서양미술관,http://cafe.naver.com/jpnstory/3941961,"현대카드로 국립서양미술관 볼 수 있다네요, 무료로! 저는 그것도 모르고 미리 예매하고 왔는데, 현대카드 있는 분들은 보러 다녀와보세요. 로뎅. 마네. 모네, 르누아르, 피카소 등 다양한 작품 볼 수 있는데, 좋아요.... ",네일동 : 일본여행카페,https://cafe.naver.com/jpnstory
결혼준비카드 현대카드 대한항공카드300,http://cafe.naver.com/directwedding/7540479,"중 현대카드 대한항공카드 300을 발급받게 되었습니다. 사용 후기를 공유하며, 카드 혜택도 함께 정리해볼게요. --- 1. 카드 발급 과정 현대카드는 다른 카드사에 비해 비교적 심사가 빠른 편인데, 저는 온라인으로... ",다이렉트 결혼준비,https://cafe.naver.com/directwedding
현대카드 장기대출 중도 상환해버렸습니다!!,http://cafe.naver.com/kpaddon/129176,현대카드 장기대출 중도 상환해버렸습니다! 급전을 마련해야 하는 상황이라 여러 곳을 비교할 정신이 없기도... 이럴 거면 다른 금융사를 알아보고 갈아타는 게 맞겠다 싶어 현대카드 장기대출 상환방법을 확인해 보기... ,[금융사이다]대출/햇살론/새희망홀씨/...,https://cafe.naver.com/kpaddon
현대카드 장기대출 빌린거 대환으로 정리 다했어요,http://cafe.naver.com/aa37/104625,현대카드 장기대출부터 다른 신용카드 장기대출 이용이 두드러지면서 신용점수하락이 많았어요 이번해... 큰 현대카드 장기대출부터 정리를 할수 있음 좋겠다고 생각하게 되었구요 아무래도 장기대출 단기대출은 좀... ,"&lt;채무맨투맨&gt;대출,아파트론,주부,무직...",https://cafe.naver.com/aa37
Sc제일현대카드 Zero Edition3,http://cafe.naver.com/anycard/1499156,현대카드 기보유자라서 Sc제일은행 신용카드 발급에 . 문제가 없었구여. 기존 신용카드 보유가 많으면... Sc제일은행은 현대카드 전산망 삼성카드 전산망 . 두 곳 다 이용하며 기존의 비씨카드와는 결별했습니다 . 전... ,신용카드 박물관,https://cafe.naver.com/anycard
현대카드 쓰시는분들 어떤 카드 쓰세요?,http://cafe.naver.com/jpnstory/3938982,현대카드 유저분들! 어떤카드 쓰시는지 궁금해요! 전 기본 엠카드(연회비3만원) 쓰고있는데 어차피 카드 많이 쓰는거.. ㅠ 회사 다 정리하고 한두장만 쓰려고요. 현대카드가 포인트적립이 쏠쏠한 너낌이 들어서 선택했는데... ,네일동 : 일본여행카페,https://cafe.naver.com/jpnstory
현대카드 추천,http://cafe.naver.com/orangevrdhj/360989,기존 블루멤버스 현대카드에서 다른 생활비 용도로(현대카드)바꾸고 싶은데 종류가 많아서 어렵네요. 혹시 현대카드 사용중이시면 추천 부탁 드려요. (현대카드 영사님도 추천 받습니다!),천안아산 불당맘 모여라,https://cafe.naver.com/orangevrdhj
빅카메라 현대카드 할인 면세적용,http://cafe.naver.com/whiskycognac/703217,빅카메라 현대카드 즉시할인금액이 면세가 적용되는건가요? 관세청에 전화해보니 현대카드 할인같은경우 누구나 받을수없는 할인이라 할인전금액으로 면세한도적용이된다는데 맞는건가싶네요ㅜㅜ 게시판 이용 주의 사항... ,위스키 코냑 클럽,https://cafe.naver.com/whiskycognac
현대카드 Good Friendship 이 있네요.,http://cafe.naver.com/loyaltylife/234268,현대카드 Good Friendship 멤버쉽 전용 혜택이 있더라고요. 1) 2만원 이상 구매시 30% 할인 ( 최대 7천원 ) 2) 조각케이크 구매시 아메리카노 증정 3) 홀케이크 예약시 20% 할인 ( 최대 9천원 ) 안내에는 현대카드앱... ,[뉴스사사] 뉴스사사 스마트 컨슈머들...,https://cafe.naver.com/loyaltylife
올리브영 현대카드 관련,http://cafe.naver.com/wjdrkrjqn/89551,"이거 올리브영 현대카드로 10만원, 3만원 받고 다음에 현대카드 신규 혜택받으려면 12개월 지나야 할까요? 아니면 결제이력 6개월에만 영향이있을까요 이번달 카카오페이에서 현카 신규발급 대상자보니까 12개월 이내... ","정가를 거부하는 사람들 (알뜰폰, 절약...",https://cafe.naver.com/wjdrkrjqn
kb국민카드장기대출 빌린거 정리했어요,http://cafe.naver.com/kpaddon/128911,kb국민카드장기대출 받은걸 계속 사용하는건 아니라고 판단이 들어서 체리팀장님께 상담을 받고서 정리하는 방향으로 이야기를 나눴습니다 당시에는 상황이 급하다보니까 kb국민카드장기대출을 빌릴 수 밖에... ,[금융사이다]대출/햇살론/새희망홀씨/...,https://cafe.naver.com/kpaddon
경험자분들의 kb국민카드 한도 하향시 대응방안 문의드립니다..,http://cafe.naver.com/anycard/1498128,오늘 아침 뜬금없이 kb 국민카드에서 한도 하향한도는 문자를 받았습니다.. 연체는 7년간 한번도 없었고요.. 카드한도는 현금서비스 100만원포함 80% 정도 사용중에 있었습니다.. 그런데 아래와 같이 50% 이상 한도... ,신용카드 박물관,https://cafe.naver.com/anycard
KB국민카드 일본 여행에서 사용하면 좋겠어요,http://cafe.naver.com/hexenyang/49633,봄에 벚꽃보러 일본여행가실 분들 계시면 KB국민카드 HERITAGE Classic도 미리 챙기세요!! 2월부터 7월까지 캐시백 프로모션을 해서 일본 가맹점에서 쓰면 20% 캐시백으로 돌려받을 수 있어요! 일본 편의점에서 이용해도... ,[Loyal Travel Club : LTC]쉬운 호텔/...,https://cafe.naver.com/hexenyang
KB국민카드중에요,http://cafe.naver.com/worldtravelcafe/953877,제가 일본여행가려고 알아보다 보니까 KB국민카드 중에 헤리티지클래식 할인형? 이게 일본에서 혜택도 좋고 괜찮은거 같은데 이거 사용하시는분 계실까요??,[오사카홀릭] & 도쿄홀릭_오사카 여행...,https://cafe.naver.com/worldtravelcafe
KB국민카드에서 내용증명 우편 오신분들~!,http://cafe.naver.com/ccrs5500/608016,어제 오늘 지방가느라 집을 비웠는데 kb국민카드에서 우편못받아서 스티커붙여놓고갔어요. 보통 등기는 올때 연락오는데 이건 일반우편도아니고 등기도아니고 뭐죠? 내용증명이라 써있어서 놀래가지고 까페들어와보니... ,신용회복위원회 공식카페,https://cafe.naver.com/ccrs5500
KB국민카드 or 삼성카드??,http://cafe.naver.com/usem/2381470,KB국민카드나 삼성카드 중 혜택 좋은거 뭐가 있을까요? 기존에 롯데카드 사용 중인데 80만원 이상 사용해도 아무런 혜택이 없어서 신규로 다른카드 발급해볼까해서요 현금 혜택 많이 주는 카드 영사분 있으면 전화번호... ,『파주 운정맘』파주 운정신도시 사람...,https://cafe.naver.com/usem
KB 국민카드 쓰시는 분들 계신가요?,http://cafe.naver.com/gpfleamarket/3844402,남친이 KB 국민카드에서 무슨 전화를 받은건지 보이스피싱인지 LG전자 가전제품을 준다고 연락을 받았나봐요 근데 카드 값 59800원 씩 200개월 적금 넣으라고 했대요. 그 돈은 돌려준대요. 카드 결제로 적금 넣은건... ,김행나-김포여인들의 행복한 나눔(김포...,https://cafe.naver.com/gpfleamarket
Kb 국민카드 대출 문의드려요,http://cafe.naver.com/anycard/1499202,kb국민 이지신용대출 1600 14프로에 가능하다고 나오는데 찾아보니까 카드론인것 같습니다 혹시 카드론 받으면 점수 많이 떨어지나요?? 금액을 많이 받을수록 더 떨어지는 걸까요?? 지금 점수는 kcb 796 나이스... ,신용카드 박물관,https://cafe.naver.com/anycard
애플페이 국민카드 등록 언제 될까요?,http://cafe.naver.com/gangmok/1930528,"현대카드로 애플페이 쓰다가 KB국민카드 메인으로 넘어온 지 석 달째입니다. 혜택은 확실히 KB 쪽이 더 나아서 바꾸긴 했는데, 막상 실생활에서는 불편함이 너무 커요. 애플페이 국민카드 등록이 되기만 하면 해결될... ",강남엄마 VS 목동엄마 ★ 베스트맘 따...,https://cafe.naver.com/gangmok
사고사였던 KB국민 카드 드디어 발급..ㅎㅎ,http://cafe.naver.com/anycard/1498126,사고사였던 KB국민 카드 드디어 발급 되었습니다 ㅎㅎ 작년 8월달에 카드 발급 신청했을 때 거래정기 관련해서 등록이 되어 있다고 문자를 받아서 그래서 자동으론 해제 일자로 부터 5년 뒤에 자동으로 풀리는데... ,신용카드 박물관,https://cafe.naver.com/anycard
